slang,formal
sdr,sadar
sdra,saudara
sdri,saudaranya
sdrlah,sadis
seabadi,seabad
seabrek,banyak
seadanya,sekadar
seadilseadilnya,seadil adilnya
seakan,seperti
sealed,tertutup
seancur,sehancurnya
seandai,seakan akan
seandainy,seandainya
seanya,laut
search,cari
searching,mencari
seasem,seasam
season,musim
sebab,menyebabkan
sebaga,sebagai
sebagi,sebagian
sebahagian,sebagian
sebarken,sebanyak banyak
sebarluaskan,sebarkan
sebatas,batas
sebb,sebagai
sebekum,sebelum
sebel,kesal
sebelahapbd,sebelah
sebelahnya,sebelah
sebelas dua belas,mirip
sebellll,menyebalkan
sebelom,sebelum
sebelumbya,sebenarnya
sebelumndi,sebelum mandi
sebenar,sebenarnya
sebenarny,sebenarnya
sebenarnyaaa,benar
sebenarx,sebenarnya
sebenernya,sebenarnya
sebenranya,sebenarnya
seberapapun,berapa
seberatseberatnya,sebesar
seberulnya,sebenarnya
sebetulnya,sebentar
sebija,bijak
sebisa,sanggup
seblm,sebelum
seblum,sebelum
sebnyak,sebanyak
sebodo,bodoamat
seboleh,sebanyak
sebrang,seberapa
sebutan sebutan,sebutan
sebutin,secara
sebuwah,sebuah
sebwah,sebawah
secape,kesal
secepetnya,secure
secret,rahasia
secuity,security
secur,security
sedangkn,sedarah
sedanq,sedang apa
sedara,sedekah
sedekahbumi,sedekat
sedeket,sedekah
sedi,sedih
sediain,sedih
sediakan,menyediakan
sedihh,sedih
sedihhh,sedih
sediih,sedih
sedikir,sedikit
sedulur,saudara
see,lihat
seed,benih
seeeeeeeeebanyak,sebanyak
seeh,memang
seehh,memang
seeing,melihat
seekali,sekali
seems,tampaknya
seenak,enak
seenggaknyayang,setidaknya
sefamous,setia usaha
segala,segala
segampang,gampang
segede,gede
seger,segar
segerombolan,segitu segitu
segerr,segar
segerrrr,segar
segitu,sebegitu
segitunya,sebegitu
segra,segera
segregation,sehari
segtu,sebegitu
seh,memang
sehak,sehat
seharus,seharusnya
seharusna,seharusnya
seharusny,seharusnya
sehatq,sehat
sehelm,mampu
sehh,memang
sehi,sehingga
seinget,seingatku
seingetku,sejahtera
seisapikuy,ajakan
seizin,atas izin
seja,sejak
sejabar,sejelek jeleknya
sejahterahkan,sejahterakan
sejahterakn,sejak
sejatibochil,sejati
sejhtera,sejahterakan
sejujur,sejujurnya
sek,masih
sekaeang,sekarang
sekaliaan,sekalian
sekaliann,sekaligus
sekaliannn,sekalian
sekaligus,semua
sekalii,sekali
sekaliii,sekali
sekaliiii,sekali
sekalinyaa,sekalinya
sekalipunsungguh,sekalipun
sekarangg,sekarang
sekarepmu,semata mata
sekarg,sekarang
sekarnag,sekarang
sekarng,sekarang
seke,pelit
sekebon,sekelompok
sekedar,hanya
sekedarnya,sekak
sekelibet,sekelumit
sekenario,skenario
sekitarnyaa,sekitarnya
seklian,sekalian
sekls,sekelas
seko,dari
sekola,sekolah
sekolahh,sekolah
sekolahhh,sekolah
sekolompok,sekelompok
sekrang,sekarang
sekrng,sekarang
seksii,sesi
seksyen,bagi
sekta,sektor
sektariannizrm,seksi
sekuatnyaa,sekuatnya
sekukerisme,sekulerisme
sekular,sekuler
sekurity,sedang
selaen,selain
selajutnya,selanjutnya
selaloe,selalu
selaluu,selalu
selamanyaku,selamat
selanjuttnya,selanjutnya
selapajang,selatan
selaw,santai
selca,secara
seleb,celebrity
selebgabah,selebgram
selebgr,selebgram
selebgramcantik,selebgram cantik
selebgramhijab,selebgram hijab
selebgramjuhaknyeon,selebgram
selebgramnya,celebrity
selebgrem,selawat
selebih,selebgram
selebkopi,celebrity
selebnet,celebrity
selebriti,selebgram
selebtiktik,celebrity
selebtiktok,celebrity
selebtok,celebrity
selebtot,celebrity
selebtotchika,selebgram
selebtweet,celebrity
selebtwitt,celebrity
selegkahan,selanjutnya
selegowo,legawa
selegram,selebgram
selegram,celebrity
selepasnya,setelah
selepgram,selebgram
seleramumakaciw,selera
selesai,selesai
selesaiin,selesai
selese,selesai
selesei,selesai
selesein,selesaikan
self,sayang
selfi,swafoto
selfie,swafoto
selfinya,swafoto
selfish,egois
selimutin,selimut
selipin,selipkan
selkulit,sel kulit
seller,penjual
sellernya,penjualnya
selling,menjual
sellow,santai
selmat,selamat
selmnya,selama
selmt,selamat
selow,santai
selpi,swafoto
selucu,lucu
seluru,seluruh
sem,sementaranya
semacem,seluruh
semakan,semakin
semakinhari,semakin hari
semalamâ,semalam
semalem,semalam
semaleman,semalaman
semanga,semangat
semangaaat,semangat
semangaatt,semangat
semangaatttt,semangat
semangak,semangat
semangatkualur,semangat
semangatpuasa,semangat puasa
semangatt,semangat
semangattt,semangat
semangkin,semakin
semarangâ,semarang
semarangnanti,semarang
semb,sembuh
sembaah,sembah
sembaranagan,sembah sembah
sembelehin,sembelihkan
sembuhhhhh,sembuh
sembuhin,sembuh sembuh
seminimnya,terbatas
semit,semut
semngat,semangat
semngt,semangat
semnjak,sembunyikan
semntara,sementara
semogaa,semoga
semogaaa,semoga
sempa,sempak
sempaat,sempat
sempak,celana dalam
sempet,hampir
sempreng,cempeng
semprt,semprot
semprull,sempurna
sempurnaa,sempurna
sempurnaaaaa,sempurna
semuaaa,semua
semuah,semua
semuanyaa,semuanya
semuanyaaaaaa,semua
semulajadi,semut
semwa,semua
senagih,tertanda
senangat,semangat
senantias,sendiri
send,kirim
sender,pengirim
sendernim,pengirim
sendernimmm,pengirim
sendernya,pengirim
sendir,sendiri
sendirii,sendiri
sendiriiii,sendiri
sendirilah,sendiri
sendirinnya,sendiri sendiri
sendirinyya,sendirinya
sendirir,sendiri
sendr,sendiri
sendri,sendiri
sendrri,sendiri
seneeeeeng,senang
seneg,senang
senen,senin
seneng,senang
senengane,senangnya
senengg,senang
senenggg,senang
senengin,senangi
senengnye,senangnya
sengaruh,berpengaruh
senggol,beradu
senggolan,bertengkar
sengk,senggama
seniat,berkeinginan
senilai,nilai
senng,senang
senpai,kakak
senpi,senjata api
sensi,sensitif
sensian,sensi
sensitifitas,sensitivitas
sensitiviti,sensitivitas
sentara,sementara
sentilin,sentil
senyam,senam
senyama,senyaman
senyaring ,kencang
senyumaja,senyum saja
senyumin,senyum senyum
senyumna,senyumnya
senyumx,senyumnya
seokjin,seok jin
seol,senggol
seorangâ pahlawan,sepadan
seorg,seorang
seorng,seorang
sepakati,menyepakati
sepakbola,sepak bola
separo,separatis
separoh,separuh
sepata,sepatah
sepedaan,sepeda
sepedahan,sepeda
sepeleke,sepele
sepemahamanku,sepahaman
sepengamatan,pengamat
sepenuhnya,semua
seperjuanganku,perjuangan
sepernt,seperti
sepert,seperti
sepertimana,sepertinya
sepeti,seperti
sepihampa,sepi
sepik,sepi
sepineee,sepi
seprt,seperti
seprti,seperti
sept,september
sepupu,saudara
sepwrti,seperti
ser,sahabat
seragamnye,seragamnya
seraghrrrr,segar
serahkn,serahkan
seraknya,serak
seranganjantung,serangan jantung
serasa,rasanya
serbuu,serbu
serching,searching
serek,seram
serem,seram
serep,serap
serienya,serius
seriously,serius
seriusan,serius
seriusnyinyir,serius
seriusss,serius
seriuus,serius
seronok,asik
sertaâ,serta
sertifikatanahjkw,sertifikat
serunya,seru
seruu,seru
seruuu,seru
seruuum,serum
service,layanan
servicepara,jelek
sesatt,sesat
sesek,sesak
sesekk,sesak
seseneng,senang
sesenggukan,sengguk
seseorg,seorang
seseries,series
sesiapa,siapa
sesimple,sesuai
sesu,sesimpel
sesuatunya,sesuatu
sesuk,besuk
seswatu,sesuatu
seswe,situ
set,setengah
setabak,setelah
setabil,stabil
setakat,sepakbola
setanalas,setan
setarbak,starbucks
setau,setahu
setauku,setahu
setaun,tahun
setel,mengatur
seterong,kuat
setiausaha,setiap
setidakmungkin,tidak pakai
setien,setan
seting,akting
setju,setuju
setnov,setuju
setor,membayar
setorang,setuju
setting,atur
settingan,setingan
settle,menetap
setuja,setuju
setujui,menyetujui
setujunya,setuju
setujuu,setuju
setujuuu,setuju
seven,tujuh
sewain,menyewa
sewajarny,seksi
sex,seks
sexi,seksi
sexxi,seksi
sexy,seksi
sexynyaa,seksi
sey,memang
sgala,segala
sgampang,segar
sgelintir,segera
sgera,segera
sgl,segala
sgla,segala
sglnya,segampang
sgnya,igstory
sgpore,singapura
sgra,segera
sgt,sangat
sgtu,sebegitunya
sgtunya,segitunya
sgtu'y,sebegitunya
sha,shaun
shaaaay,sayang
shaay,sayang
shabat,sahabat
shade,nuansa
shah,resmi
shahih,saingan
shalat,salat
shalatjumat,salat
shalatu,salat
shaleh,saleh
shalih,saleh
shallallaahu,salut
shallow,dangkal
sham,saham
shame,kecewa
shamita,shamitajitna
shampoonya,shampoo
shap,siap
shaps,siap
share,berbagi
sharing,berbagi
sharinghappiness,kebahagiaan
sharusnya,seharusnya
shat,sehat
shaum,puasa
shawl,selendang
shay,sayang
shayy,sayang
shayyy,saya
shbat,sahabat
shbt,sahabat
she,dia
sheep,domba
shegiya,sayang
sheheheshshs,menggelikan
sheikh,syekh
shg,sehingga
shi,syiah
shia,syiah
shiba,adalah
shida,masalah
shift,jadwal
shime,mengencangkan
shingga,seikhlasnya
shiper,pengirim
shipping,pengangkutan
shirt,kemeja
shit,kotoran
shits,kotoran
shiying,menyesuaikan
shmp,shampoo
shock,kaget
shoes,sepatu
sholaatu,salat
sholah,shopee
sholat,salat
sholatin,salat
sholatnya,saleh
sholeh,saleh
sholihah,salihah
shone,bersinar
shoot,menembak
shooter,penembak
shooting,syuting
shop,toko
shopback,belanja
shopee,shopee
shopeehaul,shopee
shopeel,shopee
shopeelink,shopee
shopping,belanja
shopppppe,shopee
shortcut,jalan jalan siang
shot,tembakan
shotaro,tembakan
should,harus
show,memperlihatkan
shower,mandi
showeran,mandi
showing,tampil
shp,harapan
shrnya,seharusnya
shrs,seharusnya
shrsnya,seharusnya
shrusnya,sehat
shshhs,menggeram
shttt,diam
si,memang
sia,dia
siaaaapp,siap
siaaap,siap
siaall,sial
siaap,siap
siah,bagaimana
sialaan,sialan
siall,sial
sialllllllllll,sial
sian,kasihan
siangg,siang
sianu,anu
sianying,anjing
siapaa,siapa
siapaaniessandi,siapa
siapaja,siapa
siapatau,harap
siapayahh,siapakah
siape,siapa
siapepun,siapkan
siapin,menyiapkan
siapp,siap
siappa,siapa
siasa,politik
sib,sip
sibabi,babi
sibangsat,bangsat
sibayik,bayi
sibukx,sibuknya
sicantiiik,cantik
sicario,cario
sicepat,cepat
sicewe,si cewe
sich,memang
sichh,memang
sichhhhhhhhhh,memang
sichtapi,tapi
sid,jerinxsid
sidak,inspeksi
sidoi,jadikan
sidomi,sodomi
sie,memang
siech,memang
sieee,sih
siefarah,farah
sieh,ini
siel,sial
sieyh,memang
sif,shift
sifatnys,sifatnya
sifit,sipit
sign,tanda
signal,jaringan
signature,menandakan
sigoblok,goblok
sigunakan,digunakan
siha,shihab
sihab,shihab
sihar,syiar
sihat,sehat sehat
sihdari,dari
sihh,sih
sihhh,sih
sihhhh,memang
sihite,silit
sihkalo,seandainya
sihkontrak,kontrak
sihsoalnya,soalnya
sii,memang
siiaapp,siap
siichh,memang
siih,memang
siihh,memang
siii,sih
siiihh,memang
siiihhh,memang
siiiii,sih
siip,sip
siipp,sip
siippp,sip
siji,satu
sik,masih
sikaat,sikat
sikafir,kafir
sikahkan,silakan
sikapi,menyikapi
sikapny,sikapnya
sikaya,kaya
sikhata,mengajar
sikile,sekali
sikit,sedikit
sikribo,kribo
silahka,silahkan
silahkn,silakan
silaki,si laki
silauuu,silau
silent,diam
silipis,silifis
silsturahmi,silap silap
silvi,silvy
silvyy,silvy
simakrama,sima krama
simiskin,miskin moralitas cih
simpat,sempat
simpatisan,pendukung
simpen,simpan
simple,sederhana
simulut,mulut
sinareng,bersama
sinaronline,sindir
sinb,sini
sinbiy,sini
since,sejak
sindonews,berita
sindroma,sindrom
sindut,gendut
sinet,sinetron
sinetrn,sinetron
sing ,menyanyi
singapore,singapura
singapur,sini
singerumur,penyanyi
singgahan,persinggahan
singkron,sinkron
single,sendiri
singleumur,sendiri
singo,singa
sinigaji,gaji
sinii,sini
siniii,sini
sinopaxz,sinopas
sintron,sinetron
sinyal,jaringan
sionta,onta
sip,ok
sipenista,penista
sipiit,sipit
sipitan,lebih sipit
sipitin,sipit
sipp,sip
sir,tuan
siramin,siramkan
sireena,reena
sirf,Hanya
siriik,sirik
sirikk,sirik
sirkel,lingkaran
sis,kakak
sisain,sisa
sisan,sisa
sisca,siscakohl
siseleb,celebrity
sisitipsi,cctv
sist,kakak
sistemik,mempengaruhi seluruh sistem
sister,saudara
sisturr,saudara
sitante,tante
sitayngin,ditayangkan
situ,kamu
situasi,suasana
situh,dia
siyaap,siap
siyaph,siap
size,ukuran
sj,saja
sja,saja
sjahranie,syahrini
sjak,sejak
sjk,sejak
sjrah,sejawa barat
sjujurnya,sejujurnya
sjumlah,sekadar
ska,suka
ska ,suka
skaa,suka
skak,sekakmat
skakmat,sekali
skal,sekali
skali,sekali
skalian,semua
skaligus,sekaligus
skalii,sekali
skalinya,sekalinya
skalipun,sekalipun
skap,sikapnya
skarang,sekarang
skateboardtomorrow,skateboard
skaters,sepatu
skdr,sekadar
skedar,sekadarnya
skepticism,keraguan
skg,sekarang
skgyydjii,aneh
skian,sekian
skill,bakat
skillab,keahlian
skin,kulit
skincar,skincare
skincarean,skincare
skincarenya,skincare
skingker,skincare
skinker,skincare
skinrx,skincare
skintypenya,skincare
skio,kulit
skip,melewati
skipbuat,melewati
skipp,melewati
skipping,lewat
skippp,lewati
skippy,melewatkan
skipskip,lewati
skit,sakit
skitar,sekian
skj,senang
skks,aneh
skl,sekali
sklgs,sekalinya
sklh,sekolah
skli,sekali
sklian,bersama
sklinya,sekalinya
sklinyaa,sekalipun
sklompok,sekelompok
skluarga,keluarga
skng,sekarang
skola,sekolah
skolah,sekolah
skr,sekarang
skrang,sekarang
skrg,sekarang
skrinsyut,rekam
skrng,sekarang
skrngnya,sekarang
skrnh,sekarang
skrny,sekian
sksk,tidak yakin
skskaksk,sindiran
skskk,sindir
skskkajanx,sukanya
skskks,gokil
sksksk,heran
sksksks,heran
sksksksk,heran
sksksksksk,sindir
skt,sakit
sktika,seketika
sktlrang,sekarang
sktr,sekolah
skul,sekolah
skulah,sekolah
skwk,tawa
skwkwkwkkwtangannya,tangan
skwwkwkkwtangannya,tangan
slaahin,salahkan
slaam,salam
slah,salah
slain,selalu
slalu,selalu
slam,salam
slama,selama
slamanya,selamanya
slamat,selamat
slamet,selamat
slamt,selamat
slanjutnya,selapangan
sldjdhhdd,aneh
sleb,celebrity
slebe,celebrity
slebgram,celebrity
sleep,tidur
sleeve,pakaian
sleevenya,sarung tangan
sleeves,sarung tangan
slek,bermusuhan
slengkapnya,selesai
slepet,kepret
slesai,selesai
slesaikan,selesai
slese,selesai
slg,saling
slga,alga
slh,salah
slhkan,salahkan
slhkn,salahkan
slim,kurus
slimming,kurusuhan
sling,salut
sll,selalu
sllu,selama
slm,salam
slma,selamanya
slmat,selamat
slmt,selamat
slmttt,selamat
slogan,semboyan
slot,stok
slow,lambat
slr,kamera
slrh,seluruh
slruh,seluruh
slsai,selesai
slsaikan,selesai
slse,selesai
slseikan,selesai
slt,sulit
slurp,mencucup
sluruh,seluruh
slusap,sulap
slusup,semacam
slw,santai
sm,sama
sma,sama
smaa,sama
smacam,semacam
smak,banting
smakin,semakin
small,kecil
smangat,semangat
smangka,semangat
smanya,semuanya
smart,cerdas
smasa,semasa
smaunya,sembah
smbg,sambung
smbh,sembuh
smbhyg,sembarang
smbil,sambil
smbl,sambung
smbng,sambungan
smbrg,sembarang
smbuh,sembuh
smburdul,amburadul
smcm,semakin
smengat,semangat
smenjak,semenjak
smentara,sementara
smg,semoga
smga,semoga
smgaa,semoga
smgt,semangat
smgtt,semangat
smh,ya ampun
sminimal,minimal
smirk,senyum menyeringai
smkin,semakin
smkn,semakin
smlm,malam
smlmn,semangat
smnagatin,menyemangati
smngat,semangat
smngt,semangat
smngtt,semangat
smnjak,sementara
smntara,sementara
smntarany,semester
smntr,sementara
smntra,sementara
smog,semoga
smoga,semoga
smoothingkeratin,keratin
smp,sampai
smpah,sampah
smpai,sampai
smpe,sampai
smpek,sampai
smph,sumpah
smpi,sepi
smpt,sempat
smpurna,sempurna
smrg,semarang
smst,semester
smstan,sms
smster,semester
smt,semester
smthng,sesuatu
smua,semua
smuanya,semuanya
smulla,semula
smvk,sempat
smw,semua
smwny,semuanya
sna,sana
snack,makanan
snapnya,story
sndir,sindir sindir
sndiri,sendiri
sndr,sindir
sneakers,sepatu
snek,makanan
sneng,senang
sng,senang
sngaja,sengaja
sngat,sangat
snge,sange
sngja,sengaja
sngt,sangat
sni,sini
snowboarding,seluncuran
snp,snap
so,jadi
soale,soalnya
soalny,soalnya
soalnyaaa,soalnya
soalnye,soalnya
soalx,soalnya
sob,kawan
sobat,kawan
sobatmegangbanget,memegang
sobatnkri,sobat
sobatpelaut,pelaut
sobb,kawan
sobi,kawan
sobs,kawan
sobss,kawan
soc,kaget
sochta,memikirkan
social,sosial
socialize,sosialisasi
society,masyarakat
socmed,sosmed
sodakoh,sedekah bumi
sodar,saudara
sodara,keluarga
sodaraan,bersaudara
sodaraku,saudaraku
sodaranya,saudari
sodorin,menyodorkan
soe,kue
sofil,mesofil
soft,lembut
softpromotekaga,promo
sohib,kawan
sokap,kepo
sokk,sok
soklat,coklat
soksokan,sok gaya
solaria,restoran
solat,salat
sold,terjual
soleh,salihah
soleha,salihah
solehah,salim
solerout,soler out
soljum,salat
solodaritas,solidaritas
solusinya,solusi
solusinyaaaa,solusinya
solusinyakami,solusi
solvability,solvabilitas
solve,solusinya
sombok,sombong
sombonk,sombong
some,beberapa
someday,harian
somehow,bagaimana
someone,orang
somethincdream,somenthinc
somethincwaaaww,somenthinc
something,sesuatu
sometimes,kadang
somin,soalnya
somse,sombong sekali
somthinc,somenthinc
songang,songong
songo,sangar
songong,sombong
songsang,bertentangan
sono,sana
sonoh,sana
sontoloyer,sontoloyo
soo,jadi
sooman,soo man
soon,nanti
soonyoung,sopir
sooooo,jadi
sopinter,sok pintar
soplak,somplak
sopo,siapa
sorang,seorang
sorg,sorong
sorre,sore
sorry,maaf
sortir,urut
sory,maaf
sosayeti,masyarakat
sosbud,sosial-budaya
sosdiplomats,diplomat
sosek,sosial-ekonomi
sosialâ malaysia,sosialita malaysia
sosmed,sosmed
sosmednya,sosmed
sosoan,berlagak
sospol,sosmed
sotau,sok sok
sotipu,sok pintar
sotooy,sok tau
sotoy,sok
sotta,sok tau
soulmatenya,kawan
sovyet,soviet
sowry,maaf
spa,siapa
spanjang,sepanjang
sparatis,separuh
sparkles,berkilau
spd,sepele
speachless,terdapat
speak,bicara
speakin,berbicara
speaking,bicara
speakingnya,bicara
specheslah,terdiam
special,spesial
specific,spesies
specifically,khusus
specifik,spesifik
speechless,kaget
spek,spesifikasi
spele,sepele
spemkiirannya,sepemikiranya
spend,menghabiskan
sperti,seperti
spertii,seperti
spertinya,sepertinya
spesialke,spesial
spesis,spesifik
speti,seperti
spg,salihah
spicy,pedas
spill,sebutkan
spirit,semangat
spiritgn,sponsor
split,pisah
spnjng,sepanjang
spoiler,bocoran
sponsored,sponsor
sponsorship,sponsor
sport,olahraga
sportifitas,jujur
sports,olahraga
spotlight,menyoroti
sppa,siapa
spread,menyebar
sprt,seperti
sprti,seperti
sprtinya,sepertinya
sprtny,sepertinya
sprtnya,seperti
spsi,sering
spt,seperti
spti,seperti
sptny,sepertinya
sptnya,sepertinya
sptr,seputar
spuas,puas
spupu,sepupu
spy,supaya
sq,kecerdasan spiritual
srael,israel
srba,serba
srby,surabaya
sregep,rajin
srg,sering
sriâ,surga
srigala,serigala
sring,sering
srng,sering
srphhh,tebakan
srpti,seperti
srruu,seru
srta,serta
srtfkt,sertifikat
sruh,suruh
sruput,sesak
ss,screenshot
ssat,sesegera mungkin
ssejak,sejarah
ssemangatpagi,semangat pagi
ssham,sahih
sshh,susah
ssk,sesama
ssorg,sesi
ssst,diam
sstu,set
ssuai,sesuatu
st,diam
sta,stasiun
stabilkan,stabil
staff,staf
stagahhhh,astaga
stage,panggung
stages,panggung
staguf,staquf
stail,gaya
stalk,penguntit
stalking,menguntit
stan,berdiri
stand by,siap
standard,standar
standare,standar
standart,standar
standby,tinggal
standup,standar
star,celebrity
start,mulai
starz,celebrity
state,gedung
statemen,pernyataan
statement,pernyataan
statementny,pernyataannya
station,stasiun
statust,status
statusx,statusnya
stau,satu
stay,tinggal
stayvacation,liburan
stb,setahu
steering,pengemudian
steess,stress
steitmen,pernyataan
stelah,setelah
step,langkah
stereotif,stereotip
stereotipenya,stereotipnya
stgh,setengah
stiap,setiap hari
sticker,stiker
sticks,stik
sticky,stik
stidaknya,setidaknya
stile,gaya
still,tetap
stimpal,setimpal
stir,setir
stju,setuju
stlah,setelah
stlh,setelah
stngh,seterkenal
stock,stok
stocknya,persediaannya
stoke,stress
stonks,bajingan
stop,berhenti
store,toko
storenya,toko
storiesnya,story
storng,kuat
storynya,story
storynyaa,story
storysma,cerita sma
strabuck,starbucks
strategic action team,tim aksi
strawberry,stroberi
strawberrynya,stroberi
strawbery,stroberi
stray,menyimpang
stream,aliran
streamer,memikirkan
streaming,mengalir
streamnya,aliran
street,jalan
street1,stress
strength,kekuatan
strengthnya,kekuatannya
stres,stress
striker,penyerang
striped,stress
stronger,lebih kuat
struggle,perjuangan
strugglenya,perjuangan
stt,diam
stts,status
stttt,diam
sttus,status
stu,situs
stuck,terjebak
student,murid
students,murid
stuff,hal
stuffs,barang
stuju,setuju
stunt,pengganti
stupid,bodoh
style,gaya
stylenya,gaya
stylish,gaya
stylissttt,busana
suah,susah
suamiii,suami
suamiiiii,suami
suaminga,suami
suaminy,suara
suaraku ,suara
suaranyaa,suara
suaranyaaaaaa,suara
suaraynyaa,suara
suarranya,suara
subahanallah,subhanallah
subbag,subbagian
subeye,susu
subhanaallahh,subhanallah
subhanallahhh,subhanallah
subhanalloh,subhanallah
subhannallah,subhanallah
subhnallah,subhanallah
subject,subjek
subjectivity,subjektif
submit,kirim
subsidisilangkonten,subsidi
subtitle,terjemahan
subu,sudah
success,sukses
suces,sukses
sucses,sukses
sud,sudah
suda,sudah
sudab,sudah
sudahq,sudah
sudh,sudah
sudhrenge,akan meningkatkan
sue,lama
suee,lama
suer,sumpah
suerrr,sumpah
sugeng,selamat
suggest,anjuran
suhu,cakap
suipit,sipit
suju,super
suk,suka
sukaa,suka
sukaaa,suka
sukaaaa,suka
sukaaaaaa,suka
sukaaak,suka
sukai,suka
sukak,suka
sukakkk,suka
sukam,suka
sukanyaa,sukses
suke,suka
sukkaa,suka
sukmawati,sukses
suko,suka
sukse,sukses
suksea,sukses
suksess,sukses
suksreb,sukses
sukubangsa,suku bangsa
sukuran,syukuran
sukurin,syukur
sulawasi,sulawesi
sulidd,sulit
sulsel,sulawesi
sultans,sulawesi
sulteng,sulit
sumater,sumatra
sumatera,sumatra
sumbangin,sumbangkan
sumbe,sumber
sumfeh,sumpah
sumimase,permisi
sumimasen,permisi
sumingrah,semringah
sumpa,sumpah
sumpaaah,sumpah
sumpaah,sumpah
sumpahh,sumpah
sumpahhh,sumpah
sumpahhj,sumpah
sumpahin,menyumpahi
sumpe,sumpah
sumpeh,sumpah
sumpek,sempit
sumvahh,sumpah
sundel,sundal
sungailiat,sungai liat
sunggu,sungguh
sungkem,hormat
suparj,supaya
supeer,super
super,sangat
superâ,super
superiorprinting,superior printing
superjulid,julid
superketat,ketat
superr,super
supershowth,pertunjukan
suply,surabaya
supo,super
suporter,pendukung
supper,super
supplement,suplemen
suppo,dukung
suppor,pendukung
support,dukung
supportif,mendukung
supportive,pendukung
surambray,suram
surban,serban
surely,memastikan
surg,surga
surgaa,surga
suroboyo,surabaya
surprised,kejutan
suru,suruh
survey,survei
surveynya,survei
survival,kelangsungan
survive,bertahan
susar,susah
susehh,susah
sush,susah
susiâ,susah
susih,susah
suskes,sukses
suspend,menskors
susuberuang,susu
suting,syuting
suudzonnya,suudzan
suuzon,suudzon
suwi,lama
suwon,terima kasih
swaggie,curian
swamsembada,swasembada
swatchesproduk,produk
swear,sumpah
sweat,manis
sweater,jaket
sweatercowok,jaket
sweaterhodie,jaket
sweaterhoodie,jaket
sweaterhoodiemurah,jaket
sweatermurah,sweter
sweaterpolosid,jaket
sweaterrajut,jaket
sweet,manis
sweger,segelintir
sweping,luas
swipe,geser
switched,beralih
swkarang,sekarang
swmntara,sementara
swt,subhanahu wa taala
sy,saya
sya,saya
syaa,saya
syaiton,setan
syaitonn,setan
syaitu,yahudi
syang,sayang
syantiek,cantik
syantiiiiikkkkkkkkkkkk,cantik
syantik,cantik
syaret,syarat
syari,syariat
syariah,syariat
syarigrosir,grosir
syarwan,seriawan
syediih,sedih
syediiihhh,sedikit
syeikh,syiah
syekaliii,sekali kali
syetan,setan
syetann,setan
syg,sayang
sygkuu,sayangnya
sygny,sayangnya
syi,syiah
syial,sialan
syihaab,shihab
syihab,shihab
syilvie,sylvi
syipp,sip
sylviterus,sylvi
symbol,simbol
symphony,simpan
syndrome,sindrom
syng,sayang
syngnya,sayap
synk,sayang
syopi,shopee
syopiku,shopee
syp,siapa
sypa,siapa
syratnya,syariat
syria,suriah
syriac,suriah
systeamnya,sistem
system,sistem
systemnya,sistem
syukaa,rayu
syukrlah,syukurlah
syukuran,syukuri
syukurlah,bersyukur
syuro,nasihat
t,tempat
taa,tanda
taatulama,taat ulama
taatyo,taat
taau,tahu
taawudz,taawuz
tabanas,tadi
tabayyun,tabayun
tabbangka,terkejut
tabik,salut
tabligh,tablig
tabokin,menabok
tacut,takut
tadak,tidak ada
tadiii,tadi
tadika,tadikan
tadz,ustadz
taeekk,tai
taehyung,kimtaehyung
taeil,tai
taek,tai
taekk,tae
tafuta,cari
tag,tanda
tagâ,tagar
tagnya,menandai
tahajuddan,tahajud
tahanan,kendala
tahanlah,tahan
tahey,tai
tahi,kotoran
tahtah,tahu
tahunterima,tahun
tahunya,tai
taii,tai
taiiii,tai
taik,tai
taiker,tai
taikers,tai
taikin,tarik
taikk,tai
tailah,tai
taj,tai
tajem,tajam
tajil,takjil
tajir,kaya
tak,tidak
takabburnya,takaburnya
takan,tak akan
takbela,tidak mungkin
takbirallauakbar,takbir allahu akbar
takda,tidak ada
takde,tidak ada
take,mengambil
taken,diambil
takhta,kedudukan
takkah,tidak
takkan,tidak
takleh,tidaklah
taknak,gatau
takot,takut
takpa,tidak apa apa
takpayah,payah
takpe,tak mau
taktahu,gatau
takud,takut
takuttt,takut
takuut,takut
takuuuuut,takut
talâ,tala
talanted,bertalenta
talent,bakat
talentnya,celebrity
talents,bakat
talk,bicara
talking,membicarakan
talkshow,acara
tallent,bakat
tambahh,tambah
tambahim,tambahkan
tambahin,tambahkan
tambain,tambahkan
tambh,tambah
tambsh,tambah
tampa,tanjung pinang
tampakan,tampakkan
tamparin,tampar
tampialannya,tampilannya
tampiln,tampilan
tampol,tabok
tamvann,tampan
tanahekan,tanah ekan
tanbing,mengunjungi
tancep,tanda
tandain,menandakan
tandatangan,tanda tanda
tandatangani,tanda tangani
tandinga,tandingan
tandingi,menandingi
tandjung,tanjung
taneman,tanaman
tanganin,tanggal
tanganny,tangan
tangeran,tanggerang
tanggepin,tanggapi
tanggungjawab,tanggung jawab
tangisi,menangisi
tangkep,tanggung tanggung
tangl,tanggal
tanjungpinang,tanpa
tanp,tanpa
tantee,tante
tanteku,tante
tanteny,tanya
tantik,cantik
tanya,tanya
tanyain,tapi
tanyang,tayang
tanyarl,tanya
tanyarlbuat,tanya
tanye,tanya
tanyo,tanya
tanzania,hutan
taon,tahun
taonan,tahun
tap,ketuk
tapiaku,tapi
tapii,tapi
tapiiiii,tapi
